name,price_low,price_high,rating_num,rating,description
Portable Heavy Duty 22 Quart Insulated Beverage Can Cooler Ice Chest with Handle for Outdoor Camping FDA Approved Brown,$102.99 ,$125.60 ,0,0,Merchandise
"Ozark Trail 50-Can Insulated Cooler Tote, Sea Turtle Green",,,3,5,"Ozark Trail 50 Can Thermal Tote-Green
Tote has a 50 can capacity and is great for transporting frozen foods and perishables. 
Interior features high density thermal"
"L'Oreal Superior Preference Permanent Hair Color, 6A Light Ash Brown (Cooler)",$8.74 ,$8.74 ,953,3.5,Because you're worth it.Hair ColorLorealActive Ingredients:Color Gel: Aqua/Water; Trideceth-2 Carboxamide MEA; Propylene Glycol; Hexylene Glycol; PEG-2 Oleamine; Polyglyceryl-4 Oleyl Ether; Oleyl
Ozark Trail 6 Can Premium Cooler,$19.88 ,$19.88 ,13,4.8,Premium 6 Can CoolerFits 6 Cans + IceOver Locking Lid DesignExclusive to Walmart
"Impecca 10,000 Btu/h Electronic Through The Wall Air Conditioner - Cooler - 10000 Btu/h Cooling Capacity - White (itac10ksa21)",$469.99 ,$469.99 ,0,0,"Impecca 10,000 Btu/h Electronic Through The Wall Air Conditioner - Cooler - 10000 Btu/h Cooling Capacity - White (itac10ksa21)"
AlphaCool Neck Cooler,$7.99 ,$7.99 ,0,0,"Check out the new AlphaCool Neck Cooler.  Great for any outdoor activity including hiking, ballgames, walking the dog, hunting, fishing, etc.  The Bandana stays cold for hours and easily recharges in"
"AO Coolers Carbon Soft Cooler with High-Density Insulation, 12-Can AOCR12BK",$77.95 ,$77.95 ,0,0,"Guaranteed to hold ice for 24 hours in 120 degree weather; 12-can capacity
Perfect for boating, fishing, hunting, parties, sporting events, and picnics
Soft-sided cooler with"
Port Authority Rolling Cooler,$52.78 ,$52.78 ,0,0,"600 denier polyester, 420 dobby polyester.
Web top and side handles.
Zippered opening."
Permasteel 80 qt. Rolling Patio Cooler,$179.99 ,$182.99 ,1,5,Permasteel 80 qt. Rolling Patio Cooler Teal
Ozark Trail 52 and 73 Quart Coolers Replacement Handle,$5.48 ,$5.48 ,2,5,"Includes: 1 Webbing strap with comfort grip
Easy to install"
nICE CKR-514515 75 Quart White Cooler,$229.99 ,$242.22 ,0,0,nICE CKR-514515 75 Quart Premium Cooler - White
"Officially Licensed Staineless Steel ""Ford"" 54 Quart Cooler",$199.99 ,$199.99 ,0,0,Merchandise
Collapsible Party Cooler with Stand & Carrying Case (Available in a pack of 1),$33.25 ,$33.25 ,0,0,Bulk Buys KL21542 12 x 17 in. Collapsible Party Cooler with Stand & Carrying Case
Picnic Plus Dash Rolling Cooler - Houndstooth,$50.99 ,$50.99 ,0,0,"Dimensions: 12W x 10D x 19H in.
Contemporary black and gray finish
Constructed of polyester
Features handles, wheels, pockets, and shoulder strap"
Inflatable Pineapple Cooler,$19.73 ,$19.73 ,0,0,"Contains/Directions: Size: 20W x 36H Holds approx. 24, 12oz. Cans***ADDITIONAL ITEMS FROM THIS SELLER SHIP FOR $.75 EACH***"
"Mini Air Conditioner,HURRISE Portable 12V Car Truck Home Mini Air Conditioner Evaporative Water Cooler Cooling Fan",$32.60 ,$32.60 ,0,0,"1. Premium ABS shell makes this evaporative air conditioner durable and sturdy.2. Adjustable two speeds switch allows you to change the speed according to your need.3. Easy to install, can be mounted"
Clevr Retro 80Qt Quart Rolling Cooler Ice Chest Patio Outdoor Portable Seafoam,$146.99 ,$146.99 ,0,0,"CONVENIENT FEATURES: Storage tray to hold extra beverages. Removable dual hinged lid provides easy access.Built-in bottle opener, cap catch tray and drain sprout
LARGE CAPACITY: Oversized"
Fysho Mini Cooling Desktop Fan with LED Light 3 Speeds Air Conditioner Cooler Fan,$119.99 ,$119.99 ,4,5,"7 Colors Led
TAKE IT EVERYWHERE
 MULTI-FUNCTION
PERSONAL AIR COOLER "
Whirlpool 155 CFM Indoor Evaporative Air Cooler with Remote Control and Ice Pack in Titanium,$176.39 ,$176.39 ,3,4,For indoor use in open environments with adequate cross ventilation up to 309 sq. ft.
Byers' 4.5 Qt. Big Bobber Floating Cooler,$47.29 ,$47.29 ,1,1,Features: -It floats!. -Insulated to keep things cold. -Easy to carry. -Built in handle. -Gift for the person who has everything. -Great unique and novelty gift. Color: -White and Red. Material:
"Honeywell 500-694CFM Indoor Outdoor Portable Evaporative Cooler with Fan & Humidifier, Ice Compartment & Remote Control, CO25AE, Gray",$249.99 ,$249.99 ,10,4.1,"Non-compressor system
Honeycomb cooling media for optimum cooling
Top-loading ice compartment"
Costway 76 Can Beverage Refrigerator Cooler w Glass Door Stainless Steel Soda Beer Wine,$199.99 ,$199.99 ,0,0,"?€?Powerful Compressor-based Cooling System?€?: The powerful compressor based cooling system ensures optimum beer and beverage temperature. High efficiency and fast refrigeration, keeps food fresh."
Dachshund Weiner Dog - Pet Can Cooler Drink Insulator Beverage Insulated Holder,$5.99 ,$5.99 ,0,0,"Made of washable foam with the design shown printed on one side. Collapses easily for storage. Fits a standard 12 oz. beverage.
Made of washable foam. Approximately 4"" x 5"" in size when"
Thermos SK2010MBTRI4 40 Oz Stainless King Beverage Bottle,$20.79 ,$20.79 ,10,4.5,Thermos Stainless King Insulated Vacuum Bottle
Iowa State University Rolling Cooler w/ Cyclones Logo,$68.95 ,$68.95 ,0,0,"Holds forty-eight 12 oz cans with ice
Smooth rolling inline skate wheels
Pull out handle, zippered storage compartment on the front
Two convenient elastic mesh pockets on"
"DALIX 9.5"" Insulated Leakproof Canvas Cooler Lunch Bag in Black",$9.99 ,$9.99 ,5,4.4,"USEFUL FOR: Work , School , Events , Vacations , Picnics , Sports , Camping , Beach
MATERIAL: Cotton Canvas
SIZE: 9"" (Length) x 8.5"" (Height) x 3.5"" (Depth) .
COLOR: Black"
Ozark Trail Tailgate Cooler with 7-piece Cookout Set,$49.95 ,$49.95 ,9,5,"Ozark Trail Tailgating Cooler
Durable bag material ensures it lasts for season after season of standard wear and tear
Large zippered"
ONIVA Topanga Tote Cooler,$25.82 ,$32.47 ,1,5,"Features: -Heat-sealed, water-resistant PVC interior liner for no leaks. -24 Can storage capacity. Product Type: -Picnic Tote Bag. Water Resistant Bottom: -Yes. Material: -Polyester Canvas."
Engel Backpack Cooler Bag - 23 Qt - Camo,$148.75 ,$148.75 ,0,0,Engel Cooler
"Blank Thick Foam ""Old School"" Style Can Cooler(s) (6, Red)",$11.49 ,$28.49 ,0,0,"Full bottom with vent hole for easier use
Fits most standard cans of 12 oz. size
Thick foam for superior insulation and that ""old school"" style
Keeps drinks colder longer"
7 Reusable Freez Pak Ice Packs Cooler First Aid Camping Lunch Box Cold Compress,$24.48 ,$24.48 ,4,4,7 Brand New Little Shiver Freez Pak Reusable Ice Substitute !This set of 7 pieces can be used for pain relief and or ad to your lunch box keeps food cool.Measures: 2 5/8 x 5 1/8 x 1 1/4Safe non
"Blank Thick Foam ""Old School"" Style Can Cooler(s) (6, Red)",$11.49 ,$28.49 ,0,0,"Full bottom with vent hole for easier use
Fits most standard cans of 12 oz. size
Thick foam for superior insulation and that ""old school"" style
Keeps drinks colder longer"
Intex River Run Inflatable Tube (4 Pack) and Mega Chill Floating Beverage Cooler,$86.99 ,$86.99 ,0,0,"Color: Blue
Weight: 6.5 pounds
Built in backrest for easy cruising
Five built-in cup holders and two trays
Quantity: 4
Designed for 1 adult rider"
Brisa Brand Evaporative Air Window Cooler,$300.00 ,$300.00 ,4,2,"Reliable 1/8 HP 120-volt, 2-speed motor
Single inlet aspen media cooler"
"igloo products corporation 00049272 transformer roller cooler, 60 quart",$96.00 ,$96.00 ,0,0,"launched in 2014, quantum, igloo s new series of hard-sided coolers, features a distinctive, modern design created with user convenience in mind. with multiple built-in value features, quantum exceeds"
GigaTent 25-Can Soft-Sided Backpack Cooler with Liner,$29.99 ,$39.99 ,1,1,Merchandise
"AO Coolers Original 36 Can Soft Side Cooler w/ High Density Insulation, Silver",$99.95 ,$99.95 ,1,5,
Blue Wave Sports LayZRiver 44-in x 33-in Inflatable Swim Cooler Float,$22.20 ,$22.20 ,5,4.2,Ensure your beverages of choice are never too far away. This convenient LayZRiver Inflatable Swim Inflatable Cooler Float will hold up to a 48-qt portable cooler (cooler not included). Whether
Floating Cooler,$26.24 ,$26.24 ,2,3.5,"Features 5 cup holders and 2 heavy duty handles
Durable 16 gauge design has 3 air chambers"
"Camco Adjustable Cooler Cart Kit - Transport Your Cooler on Wheels, Adjusts up to 17.5"" Wide, Heavy Duty Design, Durable Straps, and 12"" Wheels (51798)",$65.66 ,$65.66 ,0,0,Merchandise
MasterCrush Aluminum Can Crusher Recycler,$51.99 ,$51.99 ,1,5,MasterCrush Aluminum can crusher MADE IN THE USA^The only can crusher to recycle many sizes of aluminum drink cans^Powder Coated steel and stainless rods for long life.^Can reduce plastic water
Cooler Kitchen 4 Piece Plastic EZ-Grip Flexible Coded Cutting Mat,$14.99 ,$14.99 ,15,5,EZ Grip extra thick flexible plastic cutting board mats are perfect for all your kitchen needs. Still using your old and worn out cutting mats? Most experts recommend replacing plastic mats every
Skin Decal Wrap for YETI 20 qt Cooler Action Fish Puzzle,$32.99 ,$32.99 ,0,0,Do You Want Your YETI 20 qt Cooler To Look Different Than The Rest? You?€?re in the right place because we?€?ve got exactly what you?€?re looking for! This Action Fish Puzzle skin is the perfect way to show
"Ozark Trail Cooler Bag, Green",,,0,0,"Expandable top for dry storage
Front zipper pocket
Adjustable shoulder strap
Great for carrying cold beverages"
IceMule Coolers 21 Qt. Classic Cooler,$79.95 ,$79.95 ,0,0,"Features: Material: -Polyester. Hardware Material: -Stainless Steel. Dimensions: Overall Height - Top to Bottom: -16"". Overall Width - Side to Side: -12"". Overall Depth - Front to Back: -12"". Overall"
Graduation Inflatable Buffet Cooler,$13.75 ,$13.75 ,0,0,"CONGRATS and diplomas imprinted on the sides
Measures 49""L and 24""W
Made of plastic"
Dorsal Tuff-Tote CAMO Soft Sided Cooler Small,$64.95 ,$64.95 ,0,0,"Simply put, Dorsal Tuff-Tote Coolers are one of the best soft-sided coolers on the market. We start with the toughest heavy duty nylon, and combine that with a rugged hard shell, yet flexible base."
NewAir 18-Bottle & 60-Can Dual Zone Built-in Compressor Wine and Beverage Refrigerator,$649.99 ,$649.99 ,65,4,"NewAir AWB-360DB 18-Bottle 60-Can Dual Zone Built-in Compressor Wine and Beverage Cooler:
18-bottle, 60-can wine/beverage cooler
Built-in wine cooler has front-venting compressor"
44 Quarts Portable Electric Car Cooler Refrigerator/Freezer Compressor Camping,$349.99 ,$349.99 ,7,4.1,"LCD display and conveniently digitized temperature adjustment
42L large capacity provides enough space for your drinks
Voltage: 12V/24V(DC),110-240V(AC)
Cooling range:"
"Beach Chair With Canopy, Folding Camping Chairs with Umbrella and Table Cooler, Portable Double-Chair with Beverage Holder for Beach, Camping, Picnic, Patio, Pool, Park, Outdoor, Blue, I5418",$59.99 ,$59.99 ,1,5,"Widely Applicable - Ideal for Picnic, Camping, Finishing, swimming, sports at the beach, park, backyard,Lawn, camp site, lake, sports events and more. All-in-one beach chair, Beach umbrella, duel"
Built NY Large Welded Cooler Bag Insulated Leak-Proof Soft Bag~Blue,$137.75 ,$137.75 ,0,0,"Where will your adventures take you? To the beach, on the boat, to the campsite? Be prepared for any excursion when you bring this cooler bag along. Made of tough materials with welded seams, it's"
"Zimtown 10"" Queen Size Firm Memory Foam Mattress, Sleeps Cooler, Supportive & Pressure Relief, 2 FREE Pillows + Cover",$275.24 ,$275.24 ,2,4.5,
Igloo 8496 White Seat Cushion for 72 Qt. Marine Cooler,$56.94 ,$56.94 ,5,4.6,Merchandise
Gymax Portable Insulated Tub Cooler w/ Folding Stand & Carry Bag Party Picnic Blue,$47.99 ,$47.99 ,0,0,"Material: 600D polyester fabric and steel
Dimension: 19''(L) X 19''(W) X 31''(H)
Durable material for longer service life, better quality assurance
Suitable for many"
Reliance Aqua-Tainer Water Container 7 Gallon,$14.97 ,$14.97 ,47,4.3,"Space saving rectangular design
Premium vent cap
Hideaway spigot"
Goplus 18 Bottle Thermoelectric Wine Cooler Freestanding Temperature Display Glass Door,$169.99 ,$169.99 ,10,4.9,"Features:
Maintains the perfect temperature for wines Compact and low energy consumption Efficient thermoelectric cooling Electronic touchpad for LED temperature controlling and displaying Low"
Soft Sided Cooler with Sealing Zipper and Carrying Straps,$139.27 ,$139.27 ,0,0,Merchandise
"Vinotemp 54-Bottle Touch Screen Wine Cooler, Black VT-54TS",$809.10 ,$809.10 ,0,0,"Store your favorite bottles properly and keep them ready for use with theVinotemp 54 Bottle Touch Screen Wine Cooler. Designed with a modern look in black, this cooler offers a"
"Lunch Bag, Large& Durable Insulated Water-resistant Cooler& Thermal Lunch Bag for Women and Men, Fashionable Lunch Box with Detachable Shoulder Strap for Work, School, Beach, Picnic, Camping",$14.99 ,$14.99 ,7,5,"4 SIDE POCKETS
SIMPLE& FASHIONABLE DESIGN WITH DETACHABLE SHOULDER STRAP
PERFECT INSULATION FOR COLD AND HOT FOOD
LARGE CAPACITY & HIGH QUALITY"
Inflatable Vampire Coffin Cooler Halloween Decoration,$27.20 ,$27.20 ,1,1,"Decoration/Prop
Adult
Handwash/Cold/Do Not Bleach/Do Not Iron"
"MightySkins Skin For Pelican 20 qt Cooler Lid | Protective, Durable, and Unique Vinyl Decal wrap cover | Easy To Apply, Remove, and Change Styles | Made in the USA",$22.99 ,$49.00 ,0,0,"HUNDREDS OF CHOICES: Show off your own unique style with MightySkins for your Pelican 20 qt Cooler Lid! Don?€?t like the Cute skin? We have hundreds of designs to choose from, so your gear will be as"
LiT Coolers Cooler,$182.15 ,$207.79 ,0,0,"Features: -Led light: Removable, rechargeable and waterproof. -Integrated ice packs: Each cooler comes with 4 ice packs that slide into each corner of the cooler. -Raised rubber feet: Raising your"
MightySkins Protective Vinyl Skin Decal for YETI Tundra 110 qt Cooler Lid wrap cover sticker skins Abstract Black,$32.99 ,$79.99 ,0,0,"This is NOT A HARD CASE (Skin Decal Only). It is a vinyl skin/decal sticker and is NOT made of rubber, silicone, gel or plastic. Device shown not included."
Water Cooler Cart,$208.79 ,$208.79 ,0,0,"Cooler not included
10 in. semi-pneumatic wheels make it easy to transport water and supplies to, from and around the field or court
Designated cooler compartment can accommodate"
TRINITY Cooler Cover | Black,$36.75 ,$36.75 ,1,5,Features: -Water repellent. -Color: Black. -Adjustable touch fastener straps. -Fits all 80 quart Trinity stainless steel coolers. Color: -Black. Material: -Nylon. Dimensions: Overall Height - Top to
"EdgeStar CWB1760FD Stainless Steel 24"" Wide 17 Bottle Wine And 53 Can Beverage Cooler","$1,029.00 ","$1,029.00 ",0,0,"body { /*padding: 20px 80px 20px 20px;*/ font-family: ""Source Sans Pro"", sans-serif; } h2 { margin-top: 0; } .images img { max-width: 400px; } .store_desc { min-width: 800px; text-align: center;"
"Avalon Bottom Loading Water Cooler Hot/Cold UL Energy Star, White",$211.89 ,$211.89 ,98,4.6,"Avalon A6BLWTRCLRWHT Self Cleaning Bottom Loading Water Cooler Dispenser, White"
Port Authority Rolling Cooler BG119,$70.00 ,$70.00 ,0,0,"""
Zipper closure
600 denier polyester, 420 dobby polyester
Web top and side handles
"""
"Mommy Knows Beast Breast Milk Cooler Bag Set For Nursing Mothers - Includes Baby Bottle Cooler Tote, (6) 5 oz Breast Milk Bottles, (6) Solid Lids, & Contoured Ice Pack for Insulated Storage - Blue",$23.99 ,$23.99 ,1,1,Merchandise
Permasteel 80 Qt. Pepsi Patio Rolling Cooler,$185.99 ,$185.99 ,2,2,"Features:
Insulated basin keeps drinks cold for up to 36 hours
2 Handles and 4 castors make moving the cooler easy
Durable powder coated steel construction"
"EdgeStar CWB1760FD Stainless Steel 24"" Wide 17 Bottle Wine And 53 Can Beverage Cooler","$1,029.00 ","$1,029.00 ",0,0,"body { /*padding: 20px 80px 20px 20px;*/ font-family: ""Source Sans Pro"", sans-serif; } h2 { margin-top: 0; } .images img { max-width: 400px; } .store_desc { min-width: 800px; text-align: center;"
Danby 3.2 Cubic Foot Free-Standing Wine Cooler in Black,$421.40 ,$421.40 ,5,4.4,Danby 3.2 cft Free-Standing Wine Cooler in Black
"FlexiFreeze Freezable 18 Can Cooler, Royal Blue",$24.99 ,$24.99 ,2,5,The FlexiFreeze 18 Can Cooler is a patented design with 80 refreezable ice cubes sewn right into the sides of the cooler to surround the contents in cold. Nothing outperforms the cooling power of
"NutriChef AZPKTWC10SL Dispenser Hot and Cold Water Cooler, Silver",$95.40 ,$95.40 ,2,3,"Simple & Hassle-Free Operation - Universal Compatibility with 5-Gallon Bottles/Jugs
Automatic Electric Plug-in Water Dispenser System - Built-in Compressor for Quick Water Cooling -"
"Topbuy Outdoor Patio Rattan Cooler Cart Trolley, Ice Drink,Galvanized steel",$189.95 ,$189.95 ,0,0,"Material:rattan, and galvanized steel
Overall size:44.5"" Lx23"" Wx35"" H
Size of each rattan shelf: 8.5"" Lx21.5"" W
Product include: 1 x rattan cooler cart
Product"
"Inflatable Patriotic Buffet Cooler, Blue",$17.99 ,$17.99 ,0,0,"When it's time for a backyard barbeque, this 4-feet long inflatable buffet cooler lets you entertain with ease
Simply add some ice to this stars and stripes inspired cooler to keep your"
"Mommy Knows Beast Breast Milk Cooler Bag Set For Nursing Mothers - Includes Baby Bottle Cooler Tote, (6) 5 oz Breast Milk Bottles, (6) Solid Lids, & Contoured Ice Pack for Insulated Storage - Blue",$23.99 ,$23.99 ,1,1,Merchandise
